CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
02.919.555/0001-67;2010-12-31;2;ARTERIS S.A.;019771;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;227352.0000000000;S
02.919.555/0001-67;2010-12-31;2;ARTERIS S.A.;019771;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;304249.0000000000;S
02.919.555/0001-67;2010-12-31;2;ARTERIS S.A.;019771;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;227352.0000000000;S
02.919.555/0001-67;2010-12-31;2;ARTERIS S.A.;019771;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;304249.0000000000;S
02.919.555/0001-67;2010-12-31;2;ARTERIS S.A.;019771;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.919.555/0001-67;2010-12-31;2;ARTERIS S.A.;019771;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.932.074/0001-91;2010-12-31;2;HYPERA S.A.;021431;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;292106.0000000000;S
02.932.074/0001-91;2010-12-31;2;HYPERA S.A.;021431;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;261902.0000000000;S
02.932.074/0001-91;2010-12-31;2;HYPERA S.A.;021431;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.932.074/0001-91;2010-12-31;2;HYPERA S.A.;021431;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.932.074/0001-91;2010-12-31;2;HYPERA S.A.;021431;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;292106.0000000000;S
02.932.074/0001-91;2010-12-31;2;HYPERA S.A.;021431;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;261902.0000000000;S
02.932.074/0001-91;2010-12-31;2;HYPERA S.A.;021431;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;292106.0000000000;S
02.932.074/0001-91;2010-12-31;2;HYPERA S.A.;021431;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;261902.0000000000;S
02.932.074/0001-91;2010-12-31;2;HYPERA S.A.;021431;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.932.074/0001-91;2010-12-31;2;HYPERA S.A.;021431;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.950.811/0001-89;2010-12-31;3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;020478;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
02.950.811/0001-89;2010-12-31;3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;020478;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
02.950.811/0001-89;2010-12-31;3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;020478;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.950.811/0001-89;2010-12-31;3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;020478;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.950.811/0001-89;2010-12-31;3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;020478;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
02.950.811/0001-89;2010-12-31;3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;020478;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
02.950.811/0001-89;2010-12-31;3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;020478;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
02.950.811/0001-89;2010-12-31;3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;020478;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
02.950.811/0001-89;2010-12-31;3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;020478;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.950.811/0001-89;2010-12-31;3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;020478;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.983.428/0001-27;2010-12-31;1;CEMIG TELECOMUNICAÇÕES S.A.;018716;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
02.983.428/0001-27;2010-12-31;1;CEMIG TELECOMUNICAÇÕES S.A.;018716;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;27261.0000000000;S
02.983.428/0001-27;2010-12-31;1;CEMIG TELECOMUNICAÇÕES S.A.;018716;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.983.428/0001-27;2010-12-31;1;CEMIG TELECOMUNICAÇÕES S.A.;018716;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.983.428/0001-27;2010-12-31;1;CEMIG TELECOMUNICAÇÕES S.A.;018716;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
02.983.428/0001-27;2010-12-31;1;CEMIG TELECOMUNICAÇÕES S.A.;018716;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;27261.0000000000;S
02.983.428/0001-27;2010-12-31;1;CEMIG TELECOMUNICAÇÕES S.A.;018716;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
02.983.428/0001-27;2010-12-31;1;CEMIG TELECOMUNICAÇÕES S.A.;018716;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;27261.0000000000;S
02.983.428/0001-27;2010-12-31;1;CEMIG TELECOMUNICAÇÕES S.A.;018716;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.983.428/0001-27;2010-12-31;1;CEMIG TELECOMUNICAÇÕES S.A.;018716;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.998.609/0001-27;2010-12-31;2;AES TIETE SA;018350;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;706163.0000000000;S
02.998.609/0001-27;2010-12-31;2;AES TIETE SA;018350;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;737339.0000000000;S
02.998.609/0001-27;2010-12-31;2;AES TIETE SA;018350;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.998.609/0001-27;2010-12-31;2;AES TIETE SA;018350;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.998.609/0001-27;2010-12-31;2;AES TIETE SA;018350;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;706163.0000000000;S
02.998.609/0001-27;2010-12-31;2;AES TIETE SA;018350;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;737339.0000000000;S
02.998.609/0001-27;2010-12-31;2;AES TIETE SA;018350;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;706163.0000000000;S
02.998.609/0001-27;2010-12-31;2;AES TIETE SA;018350;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;737339.0000000000;S
02.998.609/0001-27;2010-12-31;2;AES TIETE SA;018350;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.998.609/0001-27;2010-12-31;2;AES TIETE SA;018350;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.998.611/0001-04;2010-12-31;3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;018376;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
02.998.611/0001-04;2010-12-31;3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;018376;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
02.998.611/0001-04;2010-12-31;3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;018376;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.998.611/0001-04;2010-12-31;3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;018376;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
02.998.611/0001-04;2010-12-31;3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;018376;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
02.998.611/0001-04;2010-12-31;3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;018376;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
02.998.611/0001-04;2010-12-31;3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;018376;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
02.998.611/0001-04;2010-12-31;3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;018376;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
02.998.611/0001-04;2010-12-31;3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;018376;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
02.998.611/0001-04;2010-12-31;3;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;018376;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
03.014.553/0001-91;2010-12-31;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;019330;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
03.014.553/0001-91;2010-12-31;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;019330;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
03.014.553/0001-91;2010-12-31;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;019330;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;37605.0000000000;S
03.014.553/0001-91;2010-12-31;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;019330;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;61992.0000000000;S
03.014.553/0001-91;2010-12-31;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;019330;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;37605.0000000000;S
03.014.553/0001-91;2010-12-31;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;019330;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;61992.0000000000;S
03.014.553/0001-91;2010-12-31;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;019330;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;37605.0000000000;S
03.014.553/0001-91;2010-12-31;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;019330;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;61992.0000000000;S
03.014.553/0001-91;2010-12-31;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;019330;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
03.014.553/0001-91;2010-12-31;2;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;019330;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
03.220.438/0001-73;2010-12-31;5;EQUATORIAL ENERGIA S.A.;020010;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;222600.0000000000;S
03.220.438/0001-73;2010-12-31;5;EQUATORIAL ENERGIA S.A.;020010;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;188871.0000000000;S
03.220.438/0001-73;2010-12-31;5;EQUATORIAL ENERGIA S.A.;020010;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
03.220.438/0001-73;2010-12-31;5;EQUATORIAL ENERGIA S.A.;020010;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
03.220.438/0001-73;2010-12-31;5;EQUATORIAL ENERGIA S.A.;020010;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;222600.0000000000;S
03.220.438/0001-73;2010-12-31;5;EQUATORIAL ENERGIA S.A.;020010;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;188871.0000000000;S
03.220.438/0001-73;2010-12-31;5;EQUATORIAL ENERGIA S.A.;020010;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;222600.0000000000;S
03.220.438/0001-73;2010-12-31;5;EQUATORIAL ENERGIA S.A.;020010;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;188871.0000000000;S
03.220.438/0001-73;2010-12-31;5;EQUATORIAL ENERGIA S.A.;020010;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
03.220.438/0001-73;2010-12-31;5;EQUATORIAL ENERGIA S.A.;020010;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
03.378.521/0001-75;2010-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
03.378.521/0001-75;2010-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
03.378.521/0001-75;2010-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
03.378.521/0001-75;2010-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
03.378.521/0001-75;2010-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
03.378.521/0001-75;2010-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
03.378.521/0001-75;2010-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
03.378.521/0001-75;2010-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
03.378.521/0001-75;2010-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
03.378.521/0001-75;2010-12-31;2;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;019879;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
03.410.855/0001-89;2010-12-31;2;CP CIMENTO E PARTICIPAÇÕES S/A;019216;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
03.410.855/0001-89;2010-12-31;2;CP CIMENTO E PARTICIPAÇÕES S/A;019216;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;0.0000000000;S
03.410.855/0001-89;2010-12-31;2;CP CIMENTO E PARTICIPAÇÕES S/A;019216;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
03.410.855/0001-89;2010-12-31;2;CP CIMENTO E PARTICIPAÇÕES S/A;019216;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
03.410.855/0001-89;2010-12-31;2;CP CIMENTO E PARTICIPAÇÕES S/A;019216;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
03.410.855/0001-89;2010-12-31;2;CP CIMENTO E PARTICIPAÇÕES S/A;019216;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;0.0000000000;S
03.410.855/0001-89;2010-12-31;2;CP CIMENTO E PARTICIPAÇÕES S/A;019216;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
03.410.855/0001-89;2010-12-31;2;CP CIMENTO E PARTICIPAÇÕES S/A;019216;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;0.0000000000;S
03.410.855/0001-89;2010-12-31;2;CP CIMENTO E PARTICIPAÇÕES S/A;019216;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
03.410.855/0001-89;2010-12-31;2;CP CIMENTO E PARTICIPAÇÕES S/A;019216;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.02;Atribuído a Sócios Não Controladores;0.0000000000;S
03.468.802/0001-19;2010-12-31;1;BRZ INVESTIMENTOS S/A;021415;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido Consolidado do Período;2086.0000000000;S
03.468.802/0001-19;2010-12-31;1;BRZ INVESTIMENTOS S/A;021415;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;11268.0000000000;S
03.468.802/0001-19;2010-12-31;1;BRZ INVESTIMENTOS S/A;021415;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;4702.0000000000;S
03.468.802/0001-19;2010-12-31;1;BRZ INVESTIMENTOS S/A;021415;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;-2644.0000000000;S
03.468.802/0001-19;2010-12-31;1;BRZ INVESTIMENTOS S/A;021415;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente Consolidado do Período;6788.0000000000;S
03.468.802/0001-19;2010-12-31;1;BRZ INVESTIMENTOS S/A;021415;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;8624.0000000000;S
03.468.802/0001-19;2010-12-31;1;BRZ INVESTIMENTOS S/A;021415;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;2429.0000000000;S
03.468.802/0001-19;2010-12-31;1;BRZ INVESTIMENTOS S/A;021415;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;-5576.0000000000;S
