CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
04.634.250/0001-34;2010-12-31;1;NOVA ACAO PARTICIPACOES S.A.;019224;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.634.250/0001-34;2010-12-31;1;NOVA ACAO PARTICIPACOES S.A.;019224;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.634.250/0001-34;2010-12-31;1;NOVA ACAO PARTICIPACOES S.A.;019224;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.634.250/0001-34;2010-12-31;1;NOVA ACAO PARTICIPACOES S.A.;019224;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.652.792/0001-30;2010-12-31;1;CIA DE RECUPERAÇÃO SECUNDÁRIA;019240;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;-710.0000000000;S
04.652.792/0001-30;2010-12-31;1;CIA DE RECUPERAÇÃO SECUNDÁRIA;019240;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;67.0000000000;S
04.652.792/0001-30;2010-12-31;1;CIA DE RECUPERAÇÃO SECUNDÁRIA;019240;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.652.792/0001-30;2010-12-31;1;CIA DE RECUPERAÇÃO SECUNDÁRIA;019240;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.652.792/0001-30;2010-12-31;1;CIA DE RECUPERAÇÃO SECUNDÁRIA;019240;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;-710.0000000000;S
04.652.792/0001-30;2010-12-31;1;CIA DE RECUPERAÇÃO SECUNDÁRIA;019240;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;67.0000000000;S
04.752.991/0001-10;2010-12-31;2;BIOMM S.A.;019305;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;-5727.0000000000;S
04.752.991/0001-10;2010-12-31;2;BIOMM S.A.;019305;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;-4273.0000000000;S
04.752.991/0001-10;2010-12-31;2;BIOMM S.A.;019305;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;935.0000000000;S
04.752.991/0001-10;2010-12-31;2;BIOMM S.A.;019305;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;243.0000000000;S
04.752.991/0001-10;2010-12-31;2;BIOMM S.A.;019305;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;-4792.0000000000;S
04.752.991/0001-10;2010-12-31;2;BIOMM S.A.;019305;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;-4030.0000000000;S
04.781.143/0001-39;2010-12-31;3;BAESA-ENERGETICA BARRA GRANDE SA;019607;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;63745.0000000000;S
04.781.143/0001-39;2010-12-31;3;BAESA-ENERGETICA BARRA GRANDE SA;019607;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;62726.0000000000;S
04.781.143/0001-39;2010-12-31;3;BAESA-ENERGETICA BARRA GRANDE SA;019607;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.781.143/0001-39;2010-12-31;3;BAESA-ENERGETICA BARRA GRANDE SA;019607;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.781.143/0001-39;2010-12-31;3;BAESA-ENERGETICA BARRA GRANDE SA;019607;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;63745.0000000000;S
04.781.143/0001-39;2010-12-31;3;BAESA-ENERGETICA BARRA GRANDE SA;019607;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;62726.0000000000;S
04.800.265/0001-25;2010-12-31;2;BRPR 51 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;019372;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
04.800.265/0001-25;2010-12-31;2;BRPR 51 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;019372;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
04.800.265/0001-25;2010-12-31;2;BRPR 51 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;019372;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.800.265/0001-25;2010-12-31;2;BRPR 51 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;019372;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.800.265/0001-25;2010-12-31;2;BRPR 51 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;019372;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.800.265/0001-25;2010-12-31;2;BRPR 51 SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;019372;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.821.041/0001-08;2010-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;34822.0000000000;S
04.821.041/0001-08;2010-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;66866.0000000000;S
04.821.041/0001-08;2010-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;-23318.0000000000;S
04.821.041/0001-08;2010-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;-5002.0000000000;S
04.821.041/0001-08;2010-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02.01;Ajustes acumulados de conversão;-13828.0000000000;N
04.821.041/0001-08;2010-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02.01;Ajustes acumulados de conversão;-4865.0000000000;N
04.821.041/0001-08;2010-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02.02;Variação cambial com itens monetários considerados como investimento líquido, líquido de impostos;-9490.0000000000;N
04.821.041/0001-08;2010-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02.02;Variação cambial com itens monetários considerados como investimento líquido, líquido de impostos;-137.0000000000;N
04.821.041/0001-08;2010-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;11504.0000000000;S
04.821.041/0001-08;2010-12-31;1;METALFRIO SOLUTIONS S.A.;020613;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;61864.0000000000;S
04.895.728/0001-80;2010-12-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
04.895.728/0001-80;2010-12-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
04.895.728/0001-80;2010-12-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.895.728/0001-80;2010-12-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.895.728/0001-80;2010-12-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.895.728/0001-80;2010-12-31;1;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;018309;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.902.979/0001-44;2010-12-31;2;BCO AMAZONIA S.A.;000922;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
04.902.979/0001-44;2010-12-31;2;BCO AMAZONIA S.A.;000922;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
04.902.979/0001-44;2010-12-31;2;BCO AMAZONIA S.A.;000922;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.902.979/0001-44;2010-12-31;2;BCO AMAZONIA S.A.;000922;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.902.979/0001-44;2010-12-31;2;BCO AMAZONIA S.A.;000922;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.902.979/0001-44;2010-12-31;2;BCO AMAZONIA S.A.;000922;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.912.242/0001-02;2010-12-31;1;PORTUENSE FERRAGENS S/A;009717;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;-92.0000000000;S
04.912.242/0001-02;2010-12-31;1;PORTUENSE FERRAGENS S/A;009717;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;-84.0000000000;S
04.912.242/0001-02;2010-12-31;1;PORTUENSE FERRAGENS S/A;009717;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.912.242/0001-02;2010-12-31;1;PORTUENSE FERRAGENS S/A;009717;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.912.242/0001-02;2010-12-31;1;PORTUENSE FERRAGENS S/A;009717;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;-92.0000000000;S
04.912.242/0001-02;2010-12-31;1;PORTUENSE FERRAGENS S/A;009717;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;-84.0000000000;S
04.913.711/0001-08;2010-12-31;2;BCO ESTADO DO PARA S.A.;001171;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
04.913.711/0001-08;2010-12-31;2;BCO ESTADO DO PARA S.A.;001171;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
04.913.711/0001-08;2010-12-31;2;BCO ESTADO DO PARA S.A.;001171;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.913.711/0001-08;2010-12-31;2;BCO ESTADO DO PARA S.A.;001171;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.913.711/0001-08;2010-12-31;2;BCO ESTADO DO PARA S.A.;001171;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.913.711/0001-08;2010-12-31;2;BCO ESTADO DO PARA S.A.;001171;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.986.320/0001-13;2010-12-31;1;SER EDUCACIONAL S.A.;023221;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;29707.0000000000;S
04.986.320/0001-13;2010-12-31;1;SER EDUCACIONAL S.A.;023221;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;35712.0000000000;S
04.986.320/0001-13;2010-12-31;1;SER EDUCACIONAL S.A.;023221;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.986.320/0001-13;2010-12-31;1;SER EDUCACIONAL S.A.;023221;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.986.320/0001-13;2010-12-31;1;SER EDUCACIONAL S.A.;023221;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;29707.0000000000;S
04.986.320/0001-13;2010-12-31;1;SER EDUCACIONAL S.A.;023221;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;35712.0000000000;S
04.987.555/0001-20;2010-12-31;1;BGPAR SA;019500;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
04.987.555/0001-20;2010-12-31;1;BGPAR SA;019500;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
04.987.555/0001-20;2010-12-31;1;BGPAR SA;019500;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.987.555/0001-20;2010-12-31;1;BGPAR SA;019500;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
04.987.555/0001-20;2010-12-31;1;BGPAR SA;019500;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
04.987.555/0001-20;2010-12-31;1;BGPAR SA;019500;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
05.330.331/0001-03;2010-12-31;1;GLOBAL BRASIL SA;019402;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
05.330.331/0001-03;2010-12-31;1;GLOBAL BRASIL SA;019402;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
05.330.331/0001-03;2010-12-31;1;GLOBAL BRASIL SA;019402;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.330.331/0001-03;2010-12-31;1;GLOBAL BRASIL SA;019402;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.330.331/0001-03;2010-12-31;1;GLOBAL BRASIL SA;019402;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
05.330.331/0001-03;2010-12-31;1;GLOBAL BRASIL SA;019402;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
05.336.882/0001-84;2010-12-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
05.336.882/0001-84;2010-12-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
05.336.882/0001-84;2010-12-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.336.882/0001-84;2010-12-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.336.882/0001-84;2010-12-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
05.336.882/0001-84;2010-12-31;1;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;022683;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
05.341.549/0001-63;2010-12-31;3;TARPON INVESTIMENTOS S.A.;021717;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;16014.0000000000;S
05.341.549/0001-63;2010-12-31;3;TARPON INVESTIMENTOS S.A.;021717;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;139020.0000000000;S
05.341.549/0001-63;2010-12-31;3;TARPON INVESTIMENTOS S.A.;021717;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.341.549/0001-63;2010-12-31;3;TARPON INVESTIMENTOS S.A.;021717;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.341.549/0001-63;2010-12-31;3;TARPON INVESTIMENTOS S.A.;021717;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;16014.0000000000;S
05.341.549/0001-63;2010-12-31;3;TARPON INVESTIMENTOS S.A.;021717;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;139020.0000000000;S
05.799.312/0001-20;2010-12-31;4;TERRA SANTA AGRO S.A.;020354;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
05.799.312/0001-20;2010-12-31;4;TERRA SANTA AGRO S.A.;020354;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
05.799.312/0001-20;2010-12-31;4;TERRA SANTA AGRO S.A.;020354;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.799.312/0001-20;2010-12-31;4;TERRA SANTA AGRO S.A.;020354;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.799.312/0001-20;2010-12-31;4;TERRA SANTA AGRO S.A.;020354;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
05.799.312/0001-20;2010-12-31;4;TERRA SANTA AGRO S.A.;020354;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
05.878.397/0001-32;2010-12-31;2;ALLOS S.A.;022357;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;152381.0000000000;S
05.878.397/0001-32;2010-12-31;2;ALLOS S.A.;022357;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;139194.0000000000;S
05.878.397/0001-32;2010-12-31;2;ALLOS S.A.;022357;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.878.397/0001-32;2010-12-31;2;ALLOS S.A.;022357;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.878.397/0001-32;2010-12-31;2;ALLOS S.A.;022357;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;152381.0000000000;S
05.878.397/0001-32;2010-12-31;2;ALLOS S.A.;022357;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;139194.0000000000;S
05.889.284/0001-32;2010-12-31;2;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;019470;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
05.889.284/0001-32;2010-12-31;2;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;019470;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido do Período;0.0000000000;S
05.889.284/0001-32;2010-12-31;2;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;019470;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.889.284/0001-32;2010-12-31;2;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;019470;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;0.0000000000;S
05.889.284/0001-32;2010-12-31;2;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;019470;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;PENÚLTIMO;2009-01-01;2009-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
05.889.284/0001-32;2010-12-31;2;CSA-COMPANHIA SECURITIZADORA DE ATIVOS;019470;DF Individual - Demonstração de Resultado Abrangente;REAL;UNIDADE;ÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente do Período;0.0000000000;S
